#,Předmět,Přiřazeno,Stav,Priorita
10652,FO 478/2018 Pronájem sálu_Beseda s IB_Trutnov,"",Odmítnutý,Normální
10545,FO 478/2018 Pronájem sálu_Beseda s IB_Trutnov,Pavel Bulíček,Čeká se - oni,Normální
