#,Předmět,Přiřazeno,Stav,Priorita
10738,FO 138/2018 - PAK - Rekonstrukce poslanecké kanceláře Mikuláše Ferjenčíka,"",Nový,Normální
9632,FO 138/2018 - ,"",Čeká se - oni,Normální
